"","Site","sdate","Year","Month","DOY","Precip","MaxT","lPrecip","wPrecip","wlPrecip","Chl_Median","D_Median","lD_Median","DO_Median","PctSat_Median","pH_Median","spCond_Median","T_Median"
"8204","S03",2016-07-26,2016,"Jul",208,0,32.2,0,8.3178450944,2.24371084416591,186.36095,0.313,0.272314595320659,7.16,76.45,NA,690.25,18.616
"8205","S03",2016-07-27,2016,"Jul",209,0,29.4,0,6.13888,1.60622011866017,140.76848,0.306,0.266969030854239,7.815,80.1,NA,529.6,16.951
"8206","S03",2016-07-28,2016,"Jul",210,0,30.6,0,4.911104,1.28497609492814,128.04005,0.306,0.266969030854239,8,80.9,NA,484.75,16.332
"8207","S03",2016-07-29,2016,"Jul",211,0,27.8,0,3.9288832,1.02798087594251,128.47994,0.307,0.267734434642085,8.04,81.1,NA,486.3,15.76
"8208","S03",2016-07-30,2016,"Jul",212,0,28.9,0,3.14310656,0.822384700754009,127.35893,0.3065,0.26735180597853,8.12,80.6,NA,482.35,15.6165
"8209","S03",2016-07-31,2016,"Jul",213,1,21.7,0.693147180559945,2.514485248,0.657907760603207,122.81813,0.308,0.268499253035007,8.175,79.85,NA,466.35,14.421
"8210","S03",2016-08-01,2016,"Aug",214,1.5,21.7,0.916290731874155,2.8115881984,1.08084395293052,148.18985,0.308,0.268499253035007,8.125,78.45,NA,555.75,14.2775
"8211","S03",2016-08-02,2016,"Aug",215,0,25,0,3.417058304,1.56953659945557,141.08066,0.308,0.268499253035007,7.75,76.9,NA,530.7,14.804
"8212","S03",2016-08-03,2016,"Aug",216,0,28.9,0,2.7336466432,1.25562927956445,120.85991,0.306,0.266969030854239,8.03,78.35,NA,459.45,15.1865
"8213","S03",2016-08-04,2016,"Aug",217,0,28.3,0,1.1776,0.753053939876921,113.23988,0.305,0.266203040774657,7.92,78.05,NA,432.6,15.473
"8214","S03",2016-08-05,2016,"Aug",218,0,27.8,0,0.94208,0.602443151901537,113.48111,0.306,0.266969030854239,7.79,77.8,NA,433.45,15.8555
"8215","S03",2016-08-06,2016,"Aug",219,0,34.4,0,0.753664,0.48195452152123,116.30492,0.305,0.266203040774657,7.595,77.2,NA,443.4,16.1415
"8216","S03",2016-08-07,2016,"Aug",220,0,30.6,0,0.6029312,0.385563617216984,108.68489,0.305,0.266203040774657,7.65,77.1,NA,416.55,15.903
"8217","S03",2016-08-08,2016,"Aug",221,0,30.6,0,0.48234496,0.308450893773587,102.34196,0.303,0.264669298142708,7.75,76.75,NA,394.2,15.473
"8218","S03",2016-08-09,2016,"Aug",222,0,26.1,0,0.385875968,0.24676071501887,100.68173,0.304,0.265436463504461,7.88,76.45,NA,388.35,15.091
"8219","S03",2016-08-10,2016,"Aug",223,2.5,21.1,1.25276296849537,0.201326592,0.122982460219606,104.15828,0.308,0.268499253035007,7.68,74.75,NA,400.6,14.325
"8220","S03",2016-08-11,2016,"Aug",224,0,32.2,0,2,1.00221037479629,129.58676,0.306,0.266969030854239,7.28,72.55,NA,490.2,15.0435
"8221","S03",2016-08-12,2016,"Aug",225,8.6,37.2,2.26176309847379,1.6,0.801768299837036,113.08379,0.307,0.267734434642085,7.135,73.05,NA,432.05,17.189
"8222","S03",2016-08-13,2016,"Aug",226,5.1,20,1.80828877117927,8.16,2.45082511864866,156.7748,0.314,0.273075920062419,6.69,69.1,NA,586,16.903
"8223","S03",2016-08-14,2016,"Aug",227,0,34.4,0,10.608,3.40729111186234,161.13113,0.313,0.272314595320659,6.53,68.7,NA,601.35,17.284
"8224","S03",2016-08-15,2016,"Aug",228,0,30,0,8.4864,2.72583288948987,126.19535,0.3065,0.26735180597853,6.945,71.5,NA,478.25,17.3315
"8225","S03",2016-08-16,2016,"Aug",229,11.4,26.1,2.51769647261099,6.78912,2.1806663115919,108.20243,0.306,0.266969030854239,7.36,72.95,NA,414.85,15.664
"8226","S03",2016-08-17,2016,"Aug",230,0,28.9,0,14.551296,3.75869022736231,193.78232,0.318,0.276115436080315,6.435,68.7,NA,716.4,18.616
"8227","S03",2016-08-18,2016,"Aug",231,0,31.1,0,11.6410368,3.00695218188985,155.4977,0.307,0.267734434642085,6.975,70.45,NA,581.5,16.475
"8228","S03",2016-08-19,2016,"Aug",232,0,30,0,9.31282944,2.40556174551188,124.94663,0.3055,0.266586109157047,6.965,70.6,NA,473.85,16.332
"8229","S03",2016-08-20,2016,"Aug",233,0,25.6,0,7.181828096,1.78993499692632,106.95371,0.306,0.266969030854239,7.215,71.55,NA,410.45,15.6645
"8230","S03",2016-08-21,2016,"Aug",234,0.3,25,0.262364264467491,5.7454624768,1.43194799754105,105.36443,0.306,0.266969030854239,7.155,71.35,NA,404.85,15.6645
"8231","S03",2016-08-22,2016,"Aug",235,17.5,25.6,2.91777073208428,3.9129520128,1.11259484612572,197.04602,0.3445,0.296022196726782,6.345,68.95,NA,727.9,19.472
"8232","S03",2016-08-23,2016,"Aug",236,0,26.7,0,16.58275328,3.03012893421953,178.23008,0.311,0.270790204781563,6.835,68.55,NA,661.6,16.332
"8233","S03",2016-08-24,2016,"Aug",237,0,30,0,13.266202624,2.42410314737562,139.7468,0.308,0.268499253035007,6.995,69.25,NA,526,15.712
"8234","S03",2016-08-25,2016,"Aug",238,0,27.2,0,10.6129620992,1.9392825179005,123.17288,0.306,0.266969030854239,6.99,69.7,NA,467.6,15.9505
"8235","S03",2016-08-26,2016,"Aug",239,1.3,31.1,0.832909122935104,7.266304,1.28109041404243,119.25644,0.3065,0.26735180597853,6.815,69,NA,453.8,15.9985
"8236","S03",2016-08-27,2016,"Aug",240,0,30.6,0,6.8530432,1.69119962958203,111.94859,0.304,0.265436463504461,6.75,67.75,NA,428.05,16.3795
"8237","S03",2016-08-28,2016,"Aug",241,0,26.1,0,5.48243456,1.35295970366562,106.89695,0.304,0.265436463504461,7.02,68.85,NA,410.25,15.5685
"8238","S03",2016-08-29,2016,"Aug",242,0,30,0,4.385947648,1.0823677629325,107.62064,0.3045,0.265819825594646,6.84,68.3,NA,412.8,16.046
"8239","S03",2016-08-30,2016,"Aug",243,0,26.7,0,3.5087581184,0.865894210345997,99.64586,0.3045,0.265819825594646,7.015,68.45,NA,384.7,15.2825
"8240","S03",2016-08-31,2016,"Aug",244,0,27.8,0,2.77479424,0.664544219888624,103.19336,0.303,0.264669298142708,6.98,68.55,NA,397.2,14.852
"8241","S03",2016-09-01,2016,"Sep",245,0,27.2,0,0.3407872,0.2183421291227,107.71997,0.306,0.266969030854239,6.885,67.9,NA,413.15,15.0435
"8242","S03",2016-09-02,2016,"Sep",246,0,25,0,0.27262976,0.17467370329816,102.17168,0.308,0.268499253035007,6.9,67.7,NA,393.6,14.9
"8243","S03",2016-09-03,2016,"Sep",247,0,25,0,0.218103808,0.139738962638528,96.53825,0.323,0.279901885132819,7.185,68.75,NA,373.75,14.2295
"8244","S03",2016-09-04,2016,"Sep",248,0,23.9,0,0.1744830464,0.111791170110822,92.38058,0.3225,0.279523884750317,7.305,69.25,NA,359.1,13.942
"8245","S03",2016-09-05,2016,"Sep",249,0,23.3,0,0,0,93.00494,0.321,0.278389025540188,7.395,69.95,NA,361.3,13.702
"8246","S03",2016-09-06,2016,"Sep",250,0.5,21.7,0.405465108108164,0,0,94.09757,0.321,0.278389025540188,7.245,70.15,NA,365.15,14.373
"8247","S03",2016-09-07,2016,"Sep",251,1.3,21.7,0.832909122935104,0.4,0.324372086486532,106.24421,0.322,0.279145741429495,7.24,70.05,NA,407.95,14.23
"8248","S03",2016-09-08,2016,"Sep",252,0,24.4,0,1.36,0.925824967537308,116.46101,0.321,0.278389025540188,7.055,69.95,NA,443.95,14.613
"8249","S03",2016-09-09,2016,"Sep",253,0,32.8,0,1.088,0.740659974029847,109.60724,0.322,0.279145741429495,7.04,70.25,NA,419.8,15.139
"8250","S03",2016-09-10,2016,"Sep",254,0,27.2,0,0.8704,0.592527979223878,99.24854,0.322,0.279145741429495,7.205,71.1,NA,383.3,15.4255
"8251","S03",2016-09-11,2016,"Sep",255,4.1,26.7,1.62924053973028,0.69632,0.474022383379102,119.71052,0.3305,0.285554811435607,6.99,70.65,NA,455.4,15.4735
"8252","S03",2016-09-12,2016,"Sep",256,0,23.9,0,3.837056,1.68261033848751,116.92928,0.323,0.279901885132819,7.33,69.95,NA,445.6,14.086
"8253","S03",2016-09-13,2016,"Sep",257,0,26.7,0,3.0696448,1.34608827079,90.86225,0.3225,0.279523884750317,7.52,71.65,NA,353.75,13.702
"8254","S03",2016-09-14,2016,"Sep",258,0,30,0,2.45571584,1.076870616632,110.38769,0.327,0.28292075535007,7.13,70.4,NA,422.55,14.9955
"8255","S03",2016-09-15,2016,"Sep",259,0,20.6,0,1.964572672,0.861496493305603,86.80391,0.321,0.278389025540188,7.545,71.8,NA,339.45,13.75
"8256","S03",2016-09-16,2016,"Sep",260,0,21.1,0,1.5179710464,0.645660710169641,87.14447,0.32,0.277631736598279,7.845,72.55,NA,340.65,12.7865
"8257","S03",2016-09-17,2016,"Sep",261,0,21.1,0,1.0747904,0.427095632047055,87.71207,0.321,0.278389025540188,7.7,72.55,NA,342.65,13.558
"8258","S03",2016-09-18,2016,"Sep",262,2.8,25,1.33500106673234,0.85983232,0.341676505637644,142.7267,0.3265,0.282543894595657,7.22,71.7,NA,536.5,14.421
"8259","S03",2016-09-19,2016,"Sep",263,5.8,22.8,1.91692261218206,2.927865856,1.34134205789599,143.77676,0.3345,0.288556689862442,7.02,71,NA,540.2,16.141
"8260","S03",2016-09-20,2016,"Sep",264,0,24.4,0,6.9822926848,2.60661173606244,132.60923,0.324,0.280657457514816,7.285,72.55,NA,500.85,15.378
"8261","S03",2016-09-21,2016,"Sep",265,0,28.3,0,5.1456,1.91035101796348,109.56467,0.321,0.278389025540188,7.525,73.7,NA,419.65,15.139
"8262","S03",2016-09-22,2016,"Sep",266,0,26.7,0,4.11648,1.52828081437078,94.38137,0.32,0.277631736598279,7.685,74.55,NA,366.15,14.661
"8263","S03",2016-09-23,2016,"Sep",267,1.3,23.3,0.832909122935104,3.293184,1.22262465149663,113.39597,0.324,0.280657457514816,7.63,74.3,NA,433.15,14.182
"8264","S03",2016-09-24,2016,"Sep",268,0,19.4,0,3.6745472,1.64442701954538,95.92808,0.32,0.277631736598279,7.91,73.65,NA,371.6,12.594
"8265","S03",2016-09-25,2016,"Sep",269,0,17.8,0,2.93963776,1.31554161563631,88.39319,0.319,0.276873873735178,8.345,75.6,NA,345.05,11.528
"8266","S03",2016-09-26,2016,"Sep",270,0,18.3,0,2.351710208,1.05243329250905,86.64782,0.32,0.277631736598279,8.53,76.15,NA,338.9,11.09
"8267","S03",2016-09-27,2016,"Sep",271,6.1,21.7,1.96009478404727,1.8813681664,0.841946634007237,156.42005,0.33,0.285178942233662,7.585,74.95,NA,584.75,13.846
"8268","S03",2016-09-28,2016,"Sep",272,0,16.7,0,6.0844468224,2.09828848640009,121.32818,0.322,0.279145741429495,8.14,75.55,NA,461.1,12.69
"8269","S03",2016-09-29,2016,"Sep",273,0,17.8,0,4.2447872,1.47280279091295,103.30688,0.319,0.276873873735178,8.425,76.25,NA,397.6,12.0615
"8270","S03",2016-09-30,2016,"Sep",274,0,15.6,0,3.39582976,1.17824223273036,95.10506,0.32,0.277631736598279,8.72,77.5,NA,368.7,11.334
"8271","S03",2016-10-01,2016,"Oct",275,8.4,15,2.24070968927596,2.716663808,0.94259378618429,94.01243,0.319,0.276873873735178,8.685,77.85,NA,364.85,11.431
"8272","S03",2016-10-02,2016,"Oct",276,0.5,15,0.405465108108164,8.8933310464,2.5466427803682,155.39837,0.3315,0.28630612627185,8.215,76.8,NA,581.15,12.3525
"8273","S03",2016-10-03,2016,"Oct",277,0,21.1,0,7.3750784,2.27225337469243,130.01246,0.322,0.279145741429495,8.305,77.5,NA,491.7,12.3525
"8274","S03",2016-10-04,2016,"Oct",278,0,15,0,5.90006272,1.81780269975395,109.77752,0.3225,0.279523884750317,8.505,77.8,NA,420.4,12.3525
"8275","S03",2016-10-05,2016,"Oct",279,0,17.2,0,4.720050176,1.45424215980316,100.69592,0.323,0.279901885132819,8.945,78.95,NA,388.4,10.944
"8276","S03",2016-10-06,2016,"Oct",280,0,21.7,0,3.7760401408,1.16339372784253,98.83703,0.323,0.279901885132819,9.02,79.45,NA,381.85,10.846
"8277","S03",2016-10-07,2016,"Oct",281,0,23.3,0,2.3658496,0.72025140741044,96.68015,0.324,0.280657457514816,8.82,79.55,NA,374.25,11.6735
"8278","S03",2016-10-08,2016,"Oct",282,0,18.3,0,1.89267968,0.576201125928352,98.01401,0.328,0.283674051054242,8.69,79.35,NA,378.95,12.11
"8279","S03",2016-10-09,2016,"Oct",283,20.6,16.1,3.07269331469012,1.514143744,0.460960900742682,121.68293,0.381,0.322807874427155,8.415,78.8,NA,462.35,12.401
"8280","S03",2016-10-10,2016,"Oct",284,0,14.4,0,17.6913149952,2.82692337234624,174.05822,0.348,0.298622012490115,8.7,78.8,NA,646.9,11.3825
"8281","S03",2016-10-11,2016,"Oct",285,0,17.2,0,13.251108864,2.02094432699523,160.4642,0.333,0.287432041196572,9.18,78.8,NA,599,9.9155
"8282","S03",2016-10-12,2016,"Oct",286,0,16.7,0,10.5472,1.57321897712134,138.62579,0.332,0.286681572118197,8.965,78.6,NA,522.05,10.6995
"8283","S03",2016-10-13,2016,"Oct",287,0.5,17.8,0.405465108108164,8.43776,1.25857518169707,127.86977,0.333,0.287432041196572,8.69,77.75,NA,484.15,11.334
"8284","S03",2016-10-14,2016,"Oct",288,0,14.4,0,7.150208,1.33123223184419,130.65101,0.338,0.291175961706037,8.695,76.55,NA,493.95,10.406
"8285","S03",2016-10-15,2016,"Oct",289,0,11.7,0,5.7201664,1.06498578547535,113.3534,0.336,0.289680075114454,9.455,79,NA,433,8.829
"8286","S03",2016-10-16,2016,"Oct",290,0.3,18.9,0.262364264467491,4.57613312,0.851988628380282,114.40346,0.337,0.290428298119806,9.4,79.5,NA,436.7,8.9285
"8287","S03",2016-10-17,2016,"Oct",291,0,23.3,0,3.900906496,0.891482314278218,122.40662,0.342,0.29416103854949,8.305,76.95,NA,464.9,11.722
"8288","S03",2016-10-18,2016,"Oct",292,0,13.3,0,3.1207251968,0.713185851422575,114.11966,0.3455,0.296765691184823,8.56,78.65,NA,435.7,11.431
"8289","S03",2016-10-19,2016,"Oct",293,0.3,25.6,0.262364264467491,0.284672,0.240620748707262,138.27104,0.3975,0.334684926047117,8.56,79.3,NA,520.8,12.11
"8290","S03",2016-10-20,2016,"Oct",294,0,15.6,0,0.4677376,0.402388010539803,111.83507,0.399,0.335757695683344,9.33,83.6,NA,427.65,11.3825
"8291","S03",2016-10-21,2016,"Oct",295,96.8,18.3,4.58292457704077,0.37419008,0.321910408431842,175.46303,0.4375,0.362905493689368,9.085,83.95,NA,651.85,12.5455
"8292","S03",2016-10-22,2016,"Oct",296,11.7,17.8,2.54160199346455,77.739352064,3.92386798837809,318.85298,0.5135,0.414424849479636,9.56,98.15,NA,1157.1,15.473
"8293","S03",2016-10-23,2016,"Oct",297,0,10.6,0,71.49779456,5.12883950099927,394.49987,0.4195,0.350304696930889,5.465,51,NA,1423.65,11.139
"8294","S03",2016-10-24,2016,"Oct",298,0,13.9,0,57.198235648,4.10307160079942,399.93464,0.398,0.335042643811619,0.275,2.5,NA,1442.8,9.5215
"8295","S03",2016-10-25,2016,"Oct",299,0,8.9,0,45.7585885184,3.28245728063953,361.69259,0.389,0.328584063772207,0.18,1.55,NA,1308.05,8.581
"8296","S03",2016-10-26,2016,"Oct",300,0,9.4,0,36.57465856,2.59779467612345,330.70163,0.385,0.325700139639302,0.49,4,NA,1198.85,7.782
"8297","S03",2016-10-27,2016,"Oct",301,9.1,8.9,2.31253542384721,29.259726848,2.07823574089876,307.34489,0.381,0.322807874427155,0.43,3.7,NA,1116.55,7.582
"8298","S03",2016-10-28,2016,"Oct",302,56.9,10,4.05871738457895,30.6877814784,3.51261693179678,192.42008,0.5845,0.460268900148838,9.01,78.55,NA,711.6,9.275
"8299","S03",2016-10-29,2016,"Oct",303,6.1,7.8,1.96009478404727,70.038012928,6.02889630471241,289.22426,0.46,0.378436435720245,3.015,25.75,NA,1052.7,8.829
"8300","S03",2016-10-30,2016,"Oct",304,1.3,13.9,0.832909122935104,60.9104103424,6.39119287100774,339.71228,0.421,0.351360849114964,13.435,117.6,NA,1230.6,9.62
"8301","S03",2016-10-31,2016,"Oct",305,0,10,0,39.3745074176,5.28719381569366,353.98742,0.402,0.337899788612398,1.49,12.75,NA,1280.9,9.0275
"8302","S03",2016-11-01,2016,"Nov",306,0,10,0,30.243328,3.95685261652046,361.47974,0.391,0.330022912941306,1.64,13.35,NA,1307.3,7.632
"8303","S03",2016-11-02,2016,"Nov",307,0,16.1,0,24.1946624,3.16548209321637,359.76275,0.388,0.327863862084613,0.05,0.5,NA,1301.25,9.7185
"8304","S03",2016-11-03,2016,"Nov",308,20.3,11.1,3.05870707271538,19.35572992,2.5323856745731,356.2862,0.443,0.366724279791734,15.7,141.6,NA,1289,9.9155
"8305","S03",2016-11-04,2016,"Nov",309,0,12.8,0,31.724583936,4.47287419783078,376.05287,0.425,0.354171813720614,13.325,117.25,NA,1358.65,9.2255
"8306","S03",2016-11-05,2016,"Nov",310,0,11.1,0,25.3796671488,3.57829935826462,382.112,0.397,0.334327080274825,2.875,24.1,NA,1380,7.5315
"8307","S03",2016-11-06,2016,"Nov",311,0,9.4,0,19.3266286592,2.61433288620507,380.48015,0.391,0.330022912941306,0.89,7.6,NA,1374.25,8.332
"8308","S03",2016-11-07,2016,"Nov",312,0,9.4,0,9.3517119488,1.65566484820222,368.6315,0.387,0.327143141332695,0.6,4.9,NA,1332.5,7.431
"8309","S03",2016-11-08,2016,"Nov",313,0,16.1,0,6.8263870464,1.1140683036982,362.88455,0.385,0.325700139639302,0.65,5.3,NA,1312.25,7.028
"8310","S03",2016-11-09,2016,"Nov",314,0,16.1,0,5.3215232,0.801821706869901,365.02724,0.3855,0.326061085320896,0.5,4.3,NA,1319.8,8.5805
"8311","S03",2016-11-10,2016,"Nov",315,0,9.4,0,4.25721856,0.641457365495921,362.40209,0.384,0.324977857195478,3.335,27.4,NA,1310.55,7.782
"8312","S03",2016-11-11,2016,"Nov",316,0,12.8,0,3.405774848,0.513165892396737,362.72846,0.388,0.327863862084613,2.7,22.9,NA,1311.7,7.632
"8313","S03",2016-11-12,2016,"Nov",317,0,8.3,0,2.7246198784,0.410532713917389,341.27318,0.399,0.335757695683344,6.36,50.9,NA,1236.1,6.115
"8314","S03",2016-11-13,2016,"Nov",318,0,14.4,0,0,0,338.16557,0.399,0.335757695683344,2.92,25.1,NA,1225.15,7.682
"8315","S03",2016-11-14,2016,"Nov",319,0,16.7,0,0,0,335.63975,0.398,0.335042643811619,1.845,15.35,NA,1216.25,7.481
"8316","S03",2016-11-15,2016,"Nov",320,27.9,11.7,3.36384159511839,0,0,326.81357,0.399,0.335757695683344,0.79,6.65,NA,1185.15,7.882
"8317","S03",2016-11-16,2016,"Nov",321,4.6,12.8,1.7227665977411,22.32,2.69107327609471,349.09187,0.4785,0.391028060310395,19.195,169.25,NA,1263.65,9.768
"8318","S03",2016-11-17,2016,"Nov",322,0,15.6,0,21.536,3.53107189906865,421.92914,0.4075,0.341815081031708,18.06,159.45,NA,1520.3,9.472
"8319","S03",2016-11-18,2016,"Nov",323,0,17.2,0,17.2288,2.82485751925492,416.89169,0.396,0.333611004340181,5.845,50.45,NA,1502.55,8.779
"8320","S03",2016-11-19,2016,"Nov",324,0.3,13.9,0.262364264467491,13.78304,2.25988601540394,405.36941,0.391,0.330022912941306,6.185,52.4,NA,1461.95,8.531
"8321","S03",2016-11-20,2016,"Nov",325,8.6,10,2.26176309847379,11.266432,2.01780022389714,400.97051,0.4255,0.35452262937059,3.77,33.25,NA,1446.45,9.077
"8322","S03",2016-11-21,2016,"Nov",326,1,2.2,0.693147180559945,15.8931456,3.42365065789675,421.77305,0.41,0.343589704390077,3.605,29.95,NA,1519.75,6.37
"8323","S03",2016-11-22,2016,"Nov",327,0,5.6,0,13.51451648,3.29343827076535,427.71866,0.396,0.333611004340181,4.7,37.65,NA,1540.7,5.037
"8324","S03",2016-11-23,2016,"Nov",328,0,6.7,0,10.811613184,2.63475061661228,394.04579,0.392,0.330741561912228,6.595,51.5,NA,1422.05,4.831
"8325","S03",2016-11-24,2016,"Nov",329,0.3,2.8,0.262364264467491,8.6492905472,2.10780049328983,381.74306,0.39,0.3293037471426,5.63,43.5,NA,1378.7,5.089
"8326","S03",2016-11-25,2016,"Nov",330,3.8,3.3,1.56861591791385,4.1636927488,1.53494206520691,380.77814,0.394,0.332177312338332,4.87,38.55,NA,1375.3,6.013
"8327","S03",2016-11-26,2016,"Nov",331,0.8,8.3,0.587786664902119,5.87703296,2.29786573159812,425.54759,0.4,0.336472236621213,2.59,21.15,NA,1533.05,6.4205
"8328","S03",2016-11-27,2016,"Nov",332,0,5,0,5.341626368,2.30852191720019,430.61342,0.3945,0.332535928085407,3.505,28.45,NA,1550.9,6.471
"8329","S03",2016-11-28,2016,"Nov",333,0,6.1,0,4.2733010944,1.84681753376015,422.07104,0.39,0.3293037471426,10.3,79.9,NA,1520.8,4.415
"8330","S03",2017-02-26,2017,"Feb",57,3.6,7.8,1.52605630349505,5.632,1.97736746570546,NA,NA,NA,NA,NA,NA,NA,NA
"8331","S03",2017-02-27,2017,"Feb",58,0,11.1,0,7.3856,2.8027390153604,NA,NA,NA,NA,NA,NA,NA,NA
"8332","S03",2017-02-28,2017,"Feb",59,0,7.8,0,5.90848,2.24219121228832,NA,NA,NA,NA,NA,NA,NA,NA
"8333","S03",2017-03-01,2017,"Mar",60,2,8.9,1.09861228866811,4.726784,1.79375296983066,806.5349,0.388,0.327863862084613,12.93,95.1,NA,2875.5,1.98
"8334","S03",2017-03-02,2017,"Mar",61,0,12.2,0,5.3814272,2.31389220679902,811.06151,0.366,0.311886761148598,12.97,95.7,NA,2891.45,1.926
"8335","S03",2017-03-03,2017,"Mar",62,0,0.6,0,4.30514176,1.85111376543921,824.32916,0.3245,0.281035029729987,13.885,95.5,NA,2938.2,0.232
"8336","S03",2017-03-04,2017,"Mar",63,0,-8.2,0,3.444113408,1.48089101235137,837.0434,0.307,0.267734434642085,14.135,95.45,NA,2983,-0.102
"8337","S03",2017-03-05,2017,"Mar",64,0,-0.5,0,2.7552907264,1.1847128098811,725.53838,0.305,0.266203040774657,13.995,94.4,NA,2590.1,-0.102
"8338","S03",2017-03-06,2017,"Mar",65,0,4.4,0,2.1183332352,0.884657135335389,729.31292,0.303,0.264669298142708,14.155,95.3,NA,2603.4,0.121
"8339","S03",2017-03-07,2017,"Mar",66,1.5,4.4,0.916290731874155,1.0074718208,0.492818429655797,764.02166,0.3015,0.263517445452483,13.97,95.3,NA,2725.7,0.508
"8340","S03",2017-03-08,2017,"Mar",67,3.8,12.2,1.56861591791385,1.6194304,0.963428281339815,858.76829,0.363,0.309688152714396,13.325,94.45,NA,3059.55,1.003
"8341","S03",2017-03-09,2017,"Mar",68,0,6.1,0,4.33554432,2.02563535940293,793.99094,0.334,0.288181947493432,13.535,96.05,NA,2831.3,1.112
"8342","S03",2017-03-10,2017,"Mar",69,1.3,-0.5,0.832909122935104,3.468435456,1.62050828752234,774.42293,0.314,0.273075920062419,13.84,96.25,NA,2762.35,0.453
"8343","S03",2017-03-11,2017,"Mar",70,0,-8.2,0,3.6,1.84477133209563,791.70635,0.304,0.265436463504461,14.045,96.1,NA,2823.25,-0.102
"8344","S03",2017-03-12,2017,"Mar",71,0,-3.8,0,2.88,1.4758170656765,666.63569,0.313,0.272314595320659,13.885,94.6,NA,2382.55,-0.102
"8345","S03",2017-03-13,2017,"Mar",72,0,0,0,2.304,1.1806536525412,630.08225,0.3015,0.263517445452483,14.105,94.9,NA,2253.75,0.01
"8346","S03",2017-03-14,2017,"Mar",73,36.3,-1.6,3.61899332664977,1.8432,0.944522922032961,637.90094,0.2985,0.261209752120666,14.115,95.8,NA,2281.3,-0.102
"8347","S03",2017-03-15,2017,"Mar",74,0.3,-0.5,0.262364264467491,30.51456,3.65081299894618,709.09217,0.344,0.295650242100958,13.235,92.45,NA,2532.15,-0.102
"8348","S03",2017-03-16,2017,"Mar",75,0,-0.5,0,24.651648,3.13054181073094,836.7596,0.308,0.268499253035007,13.695,94.5,NA,2982,-0.102
"8349","S03",2017-03-17,2017,"Mar",76,0,2.2,0,19.5602571264,2.40604748040907,800.56091,0.3015,0.263517445452483,13.975,95.35,NA,2854.45,0.01
"8350","S03",2017-03-18,2017,"Mar",77,0,0,0,15.240183808,1.75640913264163,851.92871,0.339,0.291923066709035,14.075,95.7,NA,3035.45,0.121
"8351","S03",2017-03-19,2017,"Mar",78,0,4.4,0,12.1921470464,1.4051273061133,953.30207,0.342,0.29416103854949,14.075,96,NA,3392.65,0.563
"8352","S03",2017-03-20,2017,"Mar",79,0,10,0,9.6141312,1.03466890880199,1207.17536,0.3565,0.304907853116849,13.885,96.15,NA,4287.2,0.674
"8353","S03",2017-03-21,2017,"Mar",80,0,8.3,0,7.69130496,0.827735127041588,1262.14742,0.3785,0.320995951481714,13.65,96.2,NA,4480.9,0.729
"8354","S03",2017-03-22,2017,"Mar",81,0.3,1.1,0.262364264467491,6.153043968,0.66218810163327,1148.01725,0.3845,0.325339063628879,13.795,96.3,NA,4078.75,0.453
"8355","S03",2017-03-23,2017,"Mar",82,0,1.1,0,5.1624351744,0.739641892880609,1064.05502,0.3645,0.310788061166256,14.22,96.3,NA,3782.9,0.0655
"8356","S03",2017-03-24,2017,"Mar",83,7.1,2.2,2.09186406167839,0.2322653184,0.203127064744412,1075.66244,0.356,0.304539189518204,14.25,96.75,NA,3823.8,0.6185
"8357","S03",2017-03-25,2017,"Mar",84,0,5.6,0,5.8336,1.80782175275007,1152.629,0.375,0.318453731118535,13.345,94.35,NA,4095,1.33
"8358","S03",2017-03-26,2017,"Mar",85,0,1.7,0,4.66688,1.44625740220006,1058.67701,0.38,0.322083499169113,13.85,95.75,NA,3763.95,1.112
"8359","S03",2017-03-27,2017,"Mar",86,19.1,2.8,3.00071981506503,3.733504,1.15700592176005,624.77519,0.4765,0.38967442220184,13.53,94.5,NA,2235.05,1.112
"8360","S03",2017-03-28,2017,"Mar",87,6.4,2.2,2.00148000021012,18.2668032,3.32618058946006,700.59236,0.416,0.347835995271528,13.15,93.3,NA,2502.2,1.439
"8361","S03",2017-03-29,2017,"Mar",88,1.8,7.8,1.02961941718116,19.73344256,4.26212847173615,585.80945,0.464,0.38117241553912,13.175,93.65,NA,2097.75,1.33
"8362","S03",2017-03-30,2017,"Mar",89,0,9.4,0,17.226754048,4.23339831113385,721.04015,0.4045,0.339681367562161,12.91,91.45,NA,2574.25,2.249
"8363","S03",2017-03-31,2017,"Mar",90,9.1,3.3,2.31253542384721,13.7814032384,3.38671864890708,762.91484,0.4105,0.343944251459914,12.7,90.6,NA,2721.8,1.872
"8364","S03",2017-04-01,2017,"Apr",91,28.2,1.1,3.37416870927424,18.272910336,4.53123210981526,839.32799,0.43,0.357674444271816,13.12,90.45,NA,2991.05,0.508
"8365","S03",2017-04-02,2017,"Apr",92,0,10,0,37.1783282688,6.3243206552716,1091.27144,0.4445,0.367763240924153,12.79,91.2,NA,3878.8,1.4935
"8366","S03",2017-04-03,2017,"Apr",93,0,11.1,0,28.98030592,4.83484433090262,819.53294,0.488,0.3974329364109,12.725,91.5,NA,2921.3,2.249
"8367","S03",2017-04-04,2017,"Apr",94,18.3,5,2.96010509591084,23.184244736,3.86787546472209,539.09597,0.5635,0.446926897915759,12.635,91.9,NA,1933.15,2.088
